country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
NETHERLANDS,25-44,With Other Friends/Relatives,2,0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,8,Yes,High Cost
UGANDA,25-44,Alone,1,0,Business,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
NIGERIA,18-24,Alone,0,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,Yes,No,No,No,4,6,Yes,High Cost
SOUTH AFRICA,45-64,Alone,0,1,Business,Bird Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Yes,Low Cost
COMORO,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Low Cost
SWIZERLAND,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,Yes,Yes,8,7,Yes,Higher Cost
NETHERLANDS,<18,With Other Friends/Relatives,2,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,21,0,Yes,Higher Cost
GERMANY,18-24,With Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,25,5,No,Higher Cost
FRANCE,25-44,With Spouse and Children,2,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,4,Yes,High Cost
UNITED KINGDOM,18-24,Alone,1,0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,0,Yes,High Cost
UAE,25-44,Alone,0,1,Business,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,Higher Cost
GERMANY,18-24,Alone,0,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,4,Yes,Normal Cost
ZAMBIA,25-44,Alone,0,1,Business,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
POLAND,25-44,Alone,1,0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
ZAMBIA,25-44,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
ZIMBABWE,45-64,Alone,0,1,Business,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost
SPAIN,25-44,With Other Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,6,Yes,Higher Cost
NETHERLANDS,65+,With Children,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,4,Yes,Lower Cost
NEW ZEALAND,18-24,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,42,0,Yes,High Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,0,7,Yes,Normal Cost
AUSTRALIA,18-24,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,With Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,12,5,No,Normal Cost
ITALY,25-44,With Other Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,20,No,Normal Cost
UNITED KINGDOM,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,Others,Package Tour,No,Yes,No,No,No,No,No,8,2,Yes,Low Cost
VIETNAM,25-44,Alone,1,8,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,Yes,Yes,Yes,Yes,No,No,No,30,0,No,Highest Cost
SOUTH AFRICA,18-24,With Other Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,With Spouse,1,1,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Yes,No,No,6,3,Yes,Higher Cost
UNITED KINGDOM,18-24,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,10,5,Yes,Normal Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,11,0,Yes,High Cost
BURUNDI,25-44,Alone,0,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,35,0,No,Lower Cost
UNITED STATES OF AMERICA,45-64,With Children,1,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Normal Cost
IRELAND,18-24,With Other Friends/Relatives,2,0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,9,0,Yes,High Cost
ZAMBIA,18-24,With Other Friends/Relatives,0,2,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
UNITED STATES OF AMERICA,65+,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,3,0,Yes,Higher Cost
UNITED KINGDOM,18-24,Alone,1,0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,7,4,Yes,Normal Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,8,Yes,Normal Cost
SINGAPORE,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
SPAIN,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,10,0,Yes,Higher Cost
FRANCE,45-64,With Spouse,0,1,Leisure and Holidays,Widlife Tourism,Inflight magazines,Independent,No,No,No,No,No,No,No,10,4,No,Normal Cost
UNITED STATES OF AMERICA,18-24,With Other Friends/Relatives,1,2,Leisure and Holidays,Business,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,8,Yes,Higher Cost
GERMANY,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,Others,Package Tour,No,Yes,No,Yes,No,Yes,No,18,0,Yes,Higher Cost
GERMANY,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,4,Yes,Higher Cost
UGANDA,25-44,Alone,0,1,Other,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Yes,Low Cost
AUSTRALIA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Higher Cost
UNITED KINGDOM,18-24,With Children,4,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Lower Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,0,2,Other,Conference Tourism,"Friends, relatives",Package Tour,Yes,No,No,Yes,No,No,No,9,0,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,0,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Yes,Normal Cost
NETHERLANDS,25-44,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,No,Normal Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,16,0,Yes,High Cost
GERMANY,25-44,Alone,1,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,Yes,Normal Cost
UGANDA,25-44,With Other Friends/Relatives,2,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,3,Yes,Low Cost
UNITED STATES OF AMERICA,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,No,No,No,No,No,2,0,No,Normal Cost
UGANDA,25-44,Alone,1,0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost
ITALY,45-64,With Other Friends/Relatives,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,10,0,No,Higher Cost
AUSTRALIA,65+,With Children,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Yes,Higher Cost
ZAMBIA,25-44,With Other Friends/Relatives,3,0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,No,Lower Cost
KENYA,25-44,Alone,0,1,Meetings and Conference,Widlife Tourism,Others,Package Tour,Yes,Yes,Yes,No,No,No,No,5,0,No,Low Cost
KENYA,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,Others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,3,No,Normal Cost
AUSTRALIA,18-24,With Other Friends/Relatives,1,1,Volunteering,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,21,5,Yes,Lower Cost
ZIMBABWE,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
GERMANY,25-44,Alone,0,1,Business,Mountain Climbing,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,58,0,No,Higher Cost
SWIZERLAND,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,10,5,Yes,Higher Cost
ITALY,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,Higher Cost
NORWAY,45-64,With Children,0,2,Leisure and Holidays,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,24,0,No,High Cost
UNITED STATES OF AMERICA,45-64,Alone,0,1,Volunteering,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,16,0,Yes,Normal Cost
AUSTRIA,25-44,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,6,5,Yes,High Cost
UNITED KINGDOM,45-64,Alone,0,1,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,3,Yes,Normal Cost
SOUTH AFRICA,25-44,With Other Friends/Relatives,0,2,Business,Hunting Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,10,2,Yes,Lower Cost
SOUTH AFRICA,25-44,With Other Friends/Relatives,1,1,Business,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
KENYA,25-44,With Other Friends/Relatives,0,1,Meetings and Conference,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Low Cost
CHINA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,70,4,Yes,High Cost
AUSTRALIA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,2,Yes,Higher Cost
BELGIUM,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,26,10,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,Alone,1,0,Scientific and Academic,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,32,0,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Higher Cost
ZIMBABWE,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,18,0,Yes,High Cost
UNITED STATES OF AMERICA,45-64,Alone,0,1,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,1,0,No,Low Cost
AUSTRIA,45-64,With Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Yes,Higher Cost
CHINA,25-44,Alone,0,1,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,No,High Cost
KENYA,18-24,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
KENYA,45-64,With Children,1,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,11,No,Normal Cost
KENYA,45-64,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,Inflight magazines,Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
ISRAEL,18-24,With Other Friends/Relatives,2,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,No,7,6,Yes,High Cost
FRANCE,45-64,With Spouse and Children,1,2,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,8,7,Yes,Higher Cost
CANADA,45-64,Alone,0,1,Meetings and Conference,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
AUSTRALIA,25-44,Alone,0,1,Meetings and Conference,Conference Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
SPAIN,18-24,Alone,0,1,Volunteering,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Yes,Lower Cost
UNITED KINGDOM,25-44,Alone,0,1,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,Yes,No,20,0,No,Normal Cost
UNITED STATES OF AMERICA,18-24,With Other Friends/Relatives,1,1,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
BELGIUM,45-64,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Normal Cost
UNITED STATES OF AMERICA,25-44,With Spouse and Children,1,2,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Low Cost
UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,0,2,Meetings and Conference,Mountain Climbing,Trade fair,Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
FRANCE,25-44,With Spouse and Children,1,2,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,3,11,Yes,Higher Cost
NETHERLANDS,65+,With Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,7,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,Alone,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Yes,High Cost
ITALY,45-64,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
ZAMBIA,25-44,Alone,0,1,Business,Business,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,6,0,No,Lower Cost
CANADA,45-64,With Spouse,0,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,Yes,Yes,No,5,4,Yes,Higher Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,21,0,No,High Cost
GERMANY,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,10,Yes,Higher Cost
KENYA,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,5,No,Normal Cost
ITALY,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,10,No,Normal Cost
UNITED STATES OF AMERICA,65+,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,Higher Cost
BURUNDI,25-44,Alone,1,0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
ISRAEL,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,9,No,Normal Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost
CZECH REPUBLIC,25-44,With Other Friends/Relatives,2,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,Yes,Higher Cost
UNITED STATES OF AMERICA,25-44,Alone,1,0,Meetings and Conference,Beach Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,7,0,No,Normal Cost
ZAMBIA,25-44,Alone,0,1,Business,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,7,0,No,Normal Cost
PORTUGAL,25-44,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,60,6,Yes,Normal Cost
NORWAY,25-44,With Other Friends/Relatives,3,3,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,No,No,No,No,No,0,10,No,Higher Cost
UNITED KINGDOM,18-24,With Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,7,Yes,Normal Cost
SPAIN,25-44,With Other Friends/Relatives,1,1,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,16,4,Yes,High Cost
UNITED KINGDOM,25-44,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,4,Yes,High Cost
ZIMBABWE,25-44,Alone,0,1,Business,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost
UNITED STATES OF AMERICA,65+,Alone,0,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Higher Cost
LEBANON,25-44,Alone,0,1,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Low Cost
SOUTH AFRICA,45-64,With Spouse,2,2,Business,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Low Cost
GERMANY,25-44,With Spouse and Children,2,3,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,No,16,5,No,Higher Cost
CANADA,25-44,With Spouse,0,1,Volunteering,Conference Tourism,Others,Independent,No,No,No,No,No,No,No,33,0,No,Normal Cost
SWEDEN,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,0,No,High Cost
BELGIUM,25-44,With Spouse and Children,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,3,Yes,Higher Cost
INDIA,25-44,With Spouse and Children,1,0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,2,Yes,Higher Cost
UAE,25-44,With Spouse,1,1,Other,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,0,No,Normal Cost
UNITED KINGDOM,45-64,Alone,0,1,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,No,No,No,No,2,0,No,Normal Cost
UNITED STATES OF AMERICA,65+,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
INDIA,45-64,Alone,0,1,Business,Conference Tourism,Trade fair,Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost
SWEDEN,45-64,With Spouse,1,1,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,No,Yes,Yes,Yes,No,15,5,Yes,High Cost
AUSTRALIA,25-44,With Other Friends/Relatives,2,2,Other,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,29,3,Yes,High Cost
ZIMBABWE,25-44,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Yes,Lower Cost
NETHERLANDS,18-24,With Spouse and Children,4,1,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,23,4,Yes,High Cost
ZAMBIA,25-44,Alone,1,0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
GERMANY,45-64,With Spouse and Children,2,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,4,No,Normal Cost
UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,5,0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,No,No,18,0,Yes,Higher Cost
INDIA,25-44,With Spouse and Children,1,2,Leisure and Holidays,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
BURUNDI,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,35,0,No,Lower Cost
